open,high,low,close,tick_volume,EMA_20,EMA_50,RSI,MACD,Signal,Histogram
1.1765,1.17787,1.17574,1.17741,4396,1.1755972291872234,1.1749913957229194,78.90625000000047,0.0008178520523021149,0.000592698305278313,0.00022515374702380194
1.17738,1.17788,1.17654,1.17775,3760,1.1758022549789164,1.175099576282805,76.35726795096431,0.0008836268362186761,0.0006508840114663856,0.00023274282475229053
1.17775,1.1787,1.17757,1.1779,3838,1.1760020402190194,1.175209396820734,81.26126126125908,0.0009370557770509436,0.0007081183645832971,0.00022893741246764643
1.17789,1.17797,1.17661,1.17676,3427,1.176074226864827,1.1752702047885484,69.8142414860693,0.0008772971890758097,0.0007419541294817997,0.00013534305959400997
1.17676,1.17765,1.17668,1.17743,2795,1.1762033481157959,1.1753549026399779,72.30113636363672,0.0008739273872253595,0.0007683487810305117,0.00010557860619484773
1.17743,1.17784,1.17663,1.17724,2623,1.1763020768666723,1.1754288280266454,64.5695364238419,0.0008461712474596705,0.0007839132743163435,6.225797314332701e-05
1.17724,1.17784,1.17681,1.17728,2764,1.1763952124031798,1.1755014230059928,58.76685934489617,0.0008179728901223093,0.0007907251974775366,2.7247692644772692e-05
1.17726,1.17785,1.17709,1.17765,1683,1.1765147159838294,1.1755856809273264,58.20312500000203,0.0008160742011529276,0.0007957949982126148,2.0279202940312775e-05
1.17765,1.17774,1.17702,1.17711,1244,1.1765714096996551,1.1756454581458626,51.88509874326803,0.0007622097103519021,0.0007890779406404724,-2.686823028857032e-05
1.17711,1.17754,1.17697,1.17741,1213,1.176651275442545,1.1757146558656328,54.03087478559182,0.0007352536596063608,0.0007783130844336502,-4.3059424827289364e-05
1.17741,1.17762,1.17712,1.17712,947,1.1766959158765884,1.175769767400314,57.272727272726975,0.0006826213844113305,0.0007591747444291863,-7.655336001785584e-05
1.17718,1.17815,1.17702,1.17783,1830,1.1768039238883419,1.1758505608355958,59.760273972602675,0.0006902442869289871,0.0007453886529291466,-5.514436600015946e-05
1.17783,1.17802,1.17742,1.17784,1421,1.176902597803738,1.1759285780577293,61.6197183098597,0.0006891483354891648,0.0007341405894411502,-4.499225395198541e-05
1.17785,1.1782,1.17772,1.17817,1075,1.1770233027748105,1.1760164769574262,63.9398998330544,0.00070676092811639,0.0007286646571761982,-2.1903729059808167e-05
1.17817,1.17831,1.17764,1.17801,1580,1.1771172739391143,1.1760946543316448,55.72519083969436,0.0006997421795695846,0.0007228801616548755,-2.3137982085290917e-05
1.178,1.17848,1.17776,1.17837,861,1.1772365811830083,1.1761838835735412,55.89353612167196,0.0007149868389180192,0.0007213014971075043,-6.314658189485113e-06
1.17837,1.17877,1.17824,1.17824,876,1.1773321448798646,1.1762645155902651,53.244274809160565,0.0007084122918099567,0.0007187236560479948,-1.0311364238038104e-05
1.17461,1.17556,1.17393,1.17549,561,1.1771567025103535,1.1762341424298626,40.72992700729824,0.00047581499943993855,0.0006701419247263835,-0.000194326925286445
1.17549,1.17689,1.1752,1.17634,702,1.1770789213188912,1.1762382937071227,42.24751066856291,0.0003559645282160684,0.0006073064454243205,-0.00025134191720825214
1.17635,1.17648,1.17577,1.17632,1128,1.1770066430980446,1.1762414978754707,43.294460641399056,0.0002564125689585861,0.0005371276701311737,-0.0002807151011725876
1.17632,1.17644,1.17621,1.17638,661,1.1769469628029927,1.1762469293313347,43.45930232558029,0.00018028026391125884,0.0004657581888871908,-0.00028547792497593197
1.17638,1.17676,1.17632,1.17669,495,1.1769224901550885,1.1762643046516745,42.96187683284387,0.00014330731535383556,0.00040126801418051975,-0.0002579606988266842
1.17668,1.17699,1.17658,1.1767,815,1.1769013006165088,1.176281390743766,46.74085850556417,0.00011350449451419387,0.0003437153102472546,-0.00023021081573306075
1.1767,1.17714,1.17655,1.17705,1297,1.1769154624625557,1.176311532283226,47.16088328075591,0.00011678143551407949,0.0002983285353006196,-0.0001815470997865401
1.17706,1.17719,1.1766,1.17698,1115,1.1769216088946934,1.1763377467034917,48.8562091503265,0.00011243395127746858,0.00026114961849598936,-0.00014871566721852078
1.17698,1.17711,1.17646,1.1769,1305,1.1769195509047228,1.1763597958523744,41.530054644809184,0.00010136473768707077,0.00022919264233420565,-0.00012782790464713488
1.17689,1.17695,1.17607,1.17628,1241,1.1768586412947493,1.1763566666032617,37.21311475409737,4.207843373249531e-05,0.0001917698006138636,-0.00014969136688136828
1.17628,1.17656,1.17624,1.17651,1000,1.176825437361916,1.1763626796776436,36.1666666666657,1.3497102329340649e-05,0.000156115260956959,-0.00014261815862761835
1.17651,1.17662,1.17588,1.17592,850,1.1767392052322099,1.176345319690285,33.74805598755762,-5.6115018881808254e-05,0.00011366920498920555,-0.00016978422387101382
1.17591,1.17592,1.17558,1.17571,756,1.176641185686285,1.176320405192627,28.821656050955042,-0.00012676707944447863,6.558194810246872e-05,-0.00019234902754694733
1.17571,1.1759,1.17551,1.17565,657,1.1765467870494961,1.1762941147929162,29.146537842189744,-0.00018546294365240357,1.5372969751494263e-05,-0.00020083591340389783
1.17565,1.17572,1.17533,1.17543,541,1.1764404263781156,1.176260227938292,49.18478260869628,-0.00024688605158007526,-3.707883451481965e-05,-0.00020980721706525561
1.17543,1.17547,1.17498,1.17504,577,1.1763070524373427,1.1762123758622807,29.81366459627273,-0.0003233071640409424,-9.43245004200442e-05,-0.0002289826636208982
1.17504,1.17546,1.17494,1.17523,848,1.1762044760147388,1.176173851318662,33.92330383480565,-0.00036434014771802303,-0.00014832762987963997,-0.00021601251783838306
1.17523,1.17532,1.17475,1.175,920,1.1760897640133352,1.1761278179336165,30.617977528088403,-0.0004106840506246101,-0.000200798914028634,-0.0002098851365959761
1.175,1.17592,1.175,1.1759,1900,1.1760716912501605,1.176118883897004,40.48192771084124,-0.0003705183443478699,-0.0002347428000924812,-0.0001357755442553887
1.1759,1.17681,1.17583,1.17675,1489,1.1761362920834786,1.176143633548102,50.501002004006914,-0.00026702078707296906,-0.00024119839748857878,-2.5822389584390272e-05
1.17675,1.17746,1.17642,1.17712,2165,1.1762299785517187,1.1761819224285686,50.698602794411386,-0.0001533743158508294,-0.00022363358116102893,7.025926531019954e-05
1.17712,1.17722,1.1767,1.1772,1552,1.176322361546793,1.176221847039213,52.19123505976222,-5.620543593787275e-05,-0.0001901479521163977,0.00013394251617852496
1.1772,1.17821,1.17712,1.17798,1803,1.17648023187567,1.1762907942141458,59.44055944055963,8.278676839190702e-05,-0.0001355610080147368,0.0002183477764066438
1.17798,1.17812,1.17701,1.17713,1642,1.1765421145541777,1.1763237042449637,57.14285714285768,0.00012293408781416382,-8.386198884895667e-05,0.0002067960766631205
1.17714,1.17744,1.177,1.1771,1345,1.176595246501399,1.1763541472157495,55.13043478260974,0.00015059441969400567,-3.697070714036421e-05,0.00018756512683436988
1.1771,1.1773,1.17662,1.17673,1424,1.1766080801679322,1.176368886540622,57.32368896925863,0.00014103377464613764,-1.369810783063839e-06,0.0001424035854292015
1.17672,1.17686,1.1764,1.17679,1160,1.1766254058662244,1.176385400793931,60.037174721189835,0.00013672234305994735,2.62486199855384e-05,0.00011047372307440895
1.17679,1.1774,1.17666,1.1769,1750,1.1766515576884888,1.1764055811549532,61.51012891344396,0.0001405612802152234,4.9111152031475406e-05,9.1450128183748e-05
1.1769,1.17746,1.17684,1.1774,1483,1.1767228379086327,1.176444577972406,67.25043782837254,0.0001818531964454806,7.565956091427645e-05,0.00010619363553120414
1.17741,1.17745,1.1763,1.17683,1696,1.1767330438220964,1.1764596925617234,65.19524617996639,0.00016666192629610777,9.386003399064272e-05,7.280189230546504e-05
1.17683,1.17745,1.17638,1.17717,1856,1.1767746586961825,1.1764875477553813,66.05960264900753,0.00017998315992517888,0.00011108465917754996,6.889850074762893e-05
1.17716,1.17744,1.17676,1.1774,2264,1.176834215010832,1.176523330196347,69.8675496688744,0.00020671651208536979,0.00013021102975911393,7.650548232625585e-05
1.1774,1.17852,1.1774,1.17833,2739,1.176976670724086,1.1765941799925685,70.01647446458111,0.00029949373657456313,0.00016406757112220378,0.00013542616545235935
1.17834,1.17876,1.17782,1.17853,3012,1.1771246068456018,1.176670094502664,66.42066420664318,0.00038472382713949926,0.0002081988223256629,0.00017652500481383636
1.17853,1.17875,1.17792,1.17855,2491,1.177260358574592,1.1767438162868733,64.10256410256477,0.0004487106635975291,0.00025630119058003614,0.00019240947301749295
1.17855,1.17878,1.17778,1.17794,2702,1.1773250863293927,1.176790725452094,56.607142857142726,0.0004450683199268557,0.00029405461644940007,0.00015101370347745562
1.17794,1.17853,1.17782,1.17813,2220,1.1774017447742124,1.1768432460226002,51.49700598802276,0.00045229932337664813,0.0003257035578348497,0.00012659576554179843
1.17812,1.17827,1.17763,1.17799,2659,1.1774577690814303,1.176888216766812,60.00000000000207,0.0004416421400577075,0.00034889127427942127,9.275086577828625e-05
1.17799,1.17803,1.1775,1.17755,1692,1.1774665529784372,1.1769141690504665,54.777070063695376,0.0003931598210469289,0.00035774498363292284,3.541483741400608e-05
1.17755,1.17789,1.1772,1.17732,1822,1.1774525955519195,1.176930083989664,56.455142231946404,0.00033234706602636166,0.0003526654001116106,-2.0318334085248958e-05
1.17732,1.17774,1.17703,1.1776,1723,1.1774666340707844,1.1769563552057554,58.455114822547,0.0003032504965256866,0.00034278241939442584,-3.953192286873926e-05
1.1776,1.17786,1.17747,1.17779,930,1.1774974308259478,1.1769890471584707,59.13757700205225,0.00029215488798195466,0.00033265691311193163,-4.050202512997697e-05
1.17779,1.17804,1.1777,1.17793,1161,1.1775386278901432,1.1770259472699032,55.87583148558696,0.00029130043812042317,0.00032438561811363,-3.3085179993206835e-05
1.17792,1.17799,1.17738,1.17749,1082,1.1775339966625105,1.1770441454161815,57.53424657534142,0.00025221161913324686,0.0003099508183175534,-5.773919918430654e-05
1.17749,1.1777,1.17731,1.17755,1240,1.1775355207898905,1.1770639828508411,54.634146341463996,0.00022349859435277786,0.0002926603735245983,-6.916177917182042e-05
1.17755,1.17778,1.17744,1.17774,1066,1.1775549950003772,1.1770904933272788,54.187192118226726,0.00021361233739547458,0.00027685076629877355,-6.323842890329896e-05
1.17773,1.17809,1.17738,1.17803,886,1.17760023357177,1.177127336726209,45.614035087716225,0.00022656626898287513,0.0002667938668355939,-4.022759785271877e-05
1.17804,1.17829,1.178,1.17816,553,1.1776535446601728,1.1771678333251812,44.47761194029872,0.0002445037792695448,0.0002623358493223841,-1.7832070052839304e-05
1.1778,1.1784,1.1771,1.17824,325,1.1777093975496802,1.1772098790771348,45.45454545454486,0.0002621527827215697,0.00026229923600222126,-1.4645328065153364e-07
1.17828,1.17845,1.17808,1.17845,364,1.1777799311163775,1.1772585112701883,58.47176079734249,0.00028974499018152855,0.0002677883868380827,2.1956603343445847e-05
1.17845,1.17875,1.17842,1.17868,442,1.1778656519624369,1.1773142559262595,59.01639344262379,0.0003264084576766191,0.00027951240100579,4.68960566708291e-05
1.17868,1.17872,1.17842,1.17851,383,1.1779270184422048,1.17736114785072,58.44155844155554,0.0003378523885324558,0.0002911803985111232,4.667199002133263e-05
1.17851,1.17852,1.17805,1.17806,357,1.1779396833524711,1.1773885538173585,58.25242718446609,0.00030707082565872845,0.0002943584839406443,1.2712341718084177e-05
1.17806,1.17812,1.17763,1.17783,485,1.1779292373189025,1.1774058654323643,58.25242718446609,0.0002611072555931404,0.0002877082382711435,-2.6600982678003093e-05
1.17784,1.17784,1.17727,1.17748,968,1.1778864528123405,1.1774087726703106,48.10126582278632,0.00019420010234427743,0.00026900661108577033,-7.48065087414929e-05
1.17748,1.1775,1.17652,1.17669,1099,1.1777725049254508,1.1773805855067692,35.37234042553348,7.654691843317352e-05,0.000230514672555251,-0.00015396775412207747
1.1767,1.17689,1.17613,1.1762,1428,1.1776227425515984,1.1773342880359154,28.953771289537897,-5.559215065309431e-05,0.00017329330791358196,-0.00022888545856667626
1.1762,1.17663,1.17572,1.17614,2081,1.1774815289752556,1.1772874532109776,31.903485254692242,-0.00016327270733751398,0.00010598010486336277,-0.00026925281220087675
1.17614,1.17633,1.17589,1.1761,1047,1.177349954787136,1.1772408864183903,30.458221024255792,-0.00024896804140817075,3.499047560905607e-05,-0.00028395851701722684
1.17609,1.17645,1.17591,1.17624,775,1.1772442448074087,1.1772016359706103,29.508196721310668,-0.000302102926603931,-3.2428204833541345e-05,-0.0002696747217703897
1.17624,1.1763,1.1756,1.17568,791,1.177095269111465,1.1771419639717629,20.101781170485268,-0.000384962418690904,-0.00010293504760501389,-0.0002820273710858901
1.17568,1.17582,1.17537,1.17555,737,1.1769481006246587,1.1770795340120859,16.793893129769003,-0.0004558641584320178,-0.00017352086977041469,-0.0002823432886616031
1.17555,1.17578,1.1755,1.17558,648,1.1768178053270721,1.17702072875671,15.721649484536528,-0.0005038257589877748,-0.00023958184761388673,-0.0002642439113738881
1.17558,1.17597,1.17548,1.1757,915,1.176711347676875,1.1769689354721333,13.720316622688387,-0.000526088257896129,-0.0002968831296703352,-0.00022920512822579382
1.17571,1.17584,1.17516,1.17548,1261,1.1765940764695535,1.1769105458457751,7.671957671955724,-0.0005550849364381882,-0.0003485234910239058,-0.00020656144541428246
1.17549,1.1768,1.17528,1.17623,1465,1.176559402520072,1.1768838577733918,23.85321100917436,-0.000511648317786495,-0.0003811484563764237,-0.00013049986141007132
1.17624,1.17658,1.17514,1.17549,2093,1.1764575546610174,1.176829196684239,22.365591397847737,-0.0005308173679279271,-0.00041108223868672436,-0.00011973512924120275
1.17549,1.17588,1.17488,1.17503,2008,1.176321597074254,1.176758639951524,21.311475409835623,-0.0005764818104272429,-0.0004441621530348281,-0.0001323196573924148
1.17502,1.17533,1.17441,1.17496,2670,1.1761919211624203,1.1766881050514642,22.6086956521727,-0.0006112732475940241,-0.00047758437194666734,-0.0001336888756473568
1.17496,1.17504,1.17429,1.17478,2184,1.1760574524802851,1.1766132774023872,26.065162907266824,-0.0006459243935499348,-0.0005112523762673209,-0.00013467201728261389
1.17478,1.17504,1.17411,1.17469,1851,1.1759272189107342,1.1765378547591563,28.969359331476312,-0.000672891252705865,-0.0005435801515550298,-0.00012931110115083522
1.17471,1.17481,1.17386,1.17446,2485,1.1757874837763787,1.1764563702587973,27.659574468084983,-0.0007046984357741426,-0.0005758038083988524,-0.00012889462737529023
1.17445,1.17479,1.17429,1.17458,1521,1.1756724853214855,1.1763827871113937,30.208333333331822,-0.0007120151924713269,-0.0006030460852133473,-0.00010896910725797962
1.17458,1.17516,1.17432,1.17475,2294,1.175584629576582,1.1763187562442803,30.749354005166055,-0.000696072307348583,-0.0006216513296403945,-7.442097770818856e-05
1.17474,1.17489,1.17444,1.17481,1528,1.1755108553311933,1.1762595893327399,37.09198813056026,-0.0006708626702025544,-0.0006314935977528265,-3.9369072449727894e-05
1.17481,1.1749,1.17401,1.17406,1427,1.1753726786329846,1.1761733309275344,31.32832080200275,-0.0007032954311827488,-0.0006458539644388111,-5.744146674393775e-05
1.17406,1.17446,1.17342,1.17415,2338,1.175256233048891,1.1760939846166507,32.34567901234273,-0.0007135114640739459,-0.0006593854643658381,-5.412599970810788e-05
1.17415,1.17482,1.17407,1.17437,1949,1.1751718299013776,1.176026377376782,33.97590361445499,-0.0006958344361216451,-0.0006666752587169995,-2.9159177404645617e-05
1.17437,1.17444,1.1737,1.17411,2491,1.1750707032441037,1.1759512253227906,33.65155131264599,-0.0006947959163741135,-0.0006722993902484223,-2.2496526125691187e-05
